category,recode_type,old_var,old_type,old_value,new_var,new_type,new_value,new_label,var_label,start_year,end_year,notes
demo,simple,mother_race_calculation,string,7,race_m,factor,7,Filipino,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,8,race_m,factor,8,Refused to state,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,9,race_m,factor,9,Unknown,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,,race_m,factor,9,Unknown,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,A,race_m,factor,10,Hawaiian,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,B,race_m,factor,11,Other Asian/Pacific Islander,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,C,race_m,factor,12,Mexican/Chicano/Hispanic,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,D,race_m,factor,13,Asian Indian,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,E,race_m,factor,14,Korean,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,F,race_m,factor,15,Samoan,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,G,race_m,factor,16,Vietnamese,Race/ethnicity - 17 categories,2003,2019,
demo,simple,mother_race_calculation,string,H,race_m,factor,17,Guamanian,Race/ethnicity - 17 categories,2003,2019,
demo,binning,mother_residence_state_nchs_code,continuous,"[0, 47]",chi_geo_wastate,categorical,0,,WA State resident (mother),2003,2019,
demo,binning,mother_residence_state_nchs_code,continuous,"[48, 48]",chi_geo_wastate,categorical,1,,WA State resident (mother),2003,2019,
demo,binning,mother_residence_state_nchs_code,continuous,"[49, 90]",chi_geo_wastate,categorical,0,,WA State resident (mother),2003,2019,
demo,binning,birthplace_state_nchs_code,continuous,"[0, 47]",wa_occ,categorical,0,,WA State occurence (mother),2003,2019,
demo,binning,birthplace_state_nchs_code,continuous,"[48, 48]",wa_occ,categorical,1,,WA State occurence (mother),2003,2019,
demo,binning,birthplace_state_nchs_code,continuous,"[49, 90]",wa_occ,categorical,0,,WA State occurence (mother),2003,2019,
demo,binning,mother_residence_county_wa_code,continuous,"[0, 16]",chi_geo_kc,categorical,0,,King County resident (mother),2003,2019,
demo,binning,mother_residence_county_wa_code,continuous,"[17, 17]",chi_geo_kc,categorical,1,,King County resident (mother),2003,2019,
demo,binning,mother_residence_county_wa_code,continuous,"[18, 39]",chi_geo_kc,categorical,0,,King County resident (mother),2003,2019,
demo,binning,birthplace_county_wa_code,continuous,"[0, 16]",kc_occ,categorical,0,,King County occurence (mother),2003,2019,
demo,binning,birthplace_county_wa_code,continuous,"[17, 17]",kc_occ,categorical,1,,King County occurence (mother),2003,2019,
demo,binning,birthplace_county_wa_code,continuous,"[18, 39]",kc_occ,categorical,0,,King County occurence (mother),2003,2019,
demo,complex,,,,chi_geo_zip5,string,,,Zip code (5 digit) of residence,2003,2019,
demo,copy,mother_calculated_age,continuous,,chi_age,continuous,,,Mother's age,2003,2019,old_val & new_val blank to copy variable wholesale
demo,clean,chi_age,continuous,99,chi_age,continuous,,,Mother's age,2003,2019,
demo,binning,chi_age,continuous,"[0, 14]",teen1517,continuous,0,,Teenage birth,2003,2019,
demo,binning,chi_age,continuous,"[18, 98]",teen1517,continuous,0,,Teenage birth,2003,2019,
demo,binning,chi_age,continuous,"[15, 17]",teen1517,continuous,1,,Teenage birth,2003,2019,
demo,simple,mother_education,continuous,"[1, 1]",chi_edu_mom_8,factor,1,<= 8th grade,Mother's education,2003,2019,
demo,simple,mother_education,continuous,"[2, 2]",chi_edu_mom_8,factor,2,"9th-12th grade, no diploma",Mother's education,2003,2019,
demo,simple,mother_education,continuous,"[3, 3]",chi_edu_mom_8,factor,3,High school graduate or GED,Mother's education,2003,2019,
demo,simple,mother_education,continuous,"[4, 4]",chi_edu_mom_8,factor,4,"Some college, no degree",Mother's education,2003,2019,
demo,simple,mother_education,continuous,"[5, 5]",chi_edu_mom_8,factor,5,Associate degree,Mother's education,2003,2019,
demo,simple,mother_education,continuous,"[6, 6]",chi_edu_mom_8,factor,6,Bachelor's degree,Mother's education,2003,2019,
demo,simple,mother_education,continuous,"[7, 7]",chi_edu_mom_8,factor,7,Master's degree,Mother's education,2003,2019,
demo,simple,mother_education,continuous,"[8, 8]",chi_edu_mom_8,factor,8,Doctorate or Professional degree,Mother's education,2003,2019,
demo,simple,mother_marital_status,string,U,marriage,categorical,,,Mother's marital status,2003,2019,
demo,simple,mother_marital_status,string,Y,marriage,categorical,1,,Mother's marital status,2003,2019,
demo,simple,mother_marital_status,string,N,marriage,categorical,0,,Mother's marital status,2003,2019,
demo,simple,mother_marital_status,string,1,marriage,categorical,1,,Mother's marital status,2003,2019,
demo,simple,mother_marital_status,string,2,marriage,categorical,1,,Mother's marital status,2003,2019,
demo,simple,mother_marital_status,string,3,marriage,categorical,1,,Mother's marital status,2003,2019,
demo,simple,mother_marital_status,string,4,marriage,categorical,0,,Mother's marital status,2003,2019,
demo,simple,mother_marital_status,string,5,marriage,categorical,0,,Mother's marital status,2003,2019,
demo,simple,mother_marital_status,string,6,marriage,categorical,0,,Mother's marital status,2003,2019,
demo,simple,mother_marital_status,string,8,marriage,categorical,,,Mother's marital status,2003,2019,
demo,complex,,,,mother_birthplace_foreign,categorical,,,Place of Birth of Mother-Foreign,2003,2019,
demo,complex,,,,mother_birthplace_usa,categorical,,,Place of Birth of Mother-USA,2003,2019,
demo,complex,,,,chi_nativity,categorical,,,Nativity,2003,2019,
demo,binning,priorprg,continuous,"[1, 998]",ch_priorpreg,categorical,1,,Prior Pregnancy,2003,2016,not available 2017+
demo,binning,priorprg,continuous,"[0, 0]",ch_priorpreg,categorical,0,,Prior Pregnancy,2003,2016,not available 2017+
demo,complex, , , ,ch_priorpreg,categorical, , ,Prior Pregnancy,2017,2019,2017+ complex recode
del,simple,delivery_method_final,categorical,"[1, 1]",delivery_final,factor,1,Spontaneous vaginal,Final route and method of delivery,2003,2019,
del,simple,delivery_method_final,categorical,"[2,2]",delivery_final,factor,2,Forceps,Final route and method of delivery,2003,2019,
del,simple,delivery_method_final,categorical,"[3,3]",delivery_final,factor,3,Vacuum,Final route and method of delivery,2003,2019,
del,simple,delivery_method_final,categorical,"[4,4]",delivery_final,factor,4,C-section with trial labor,Final route and method of delivery,2003,2019,
del,simple,delivery_method_final,categorical,"[5,5]",delivery_final,factor,5,C-section without trial labor,Final route and method of delivery,2003,2019,
del,simple,delivery_method_final,categorical,"[6,6]",delivery_final,factor,6,C-section with trial labor unknown,Final route and method of delivery,2003,2019,
del,binning,facility_type,categorical,"[1, 1]",facility_type_recode,factor,1,Hospital,Facility type for place of birth,2003,2019,
del,binning,facility_type,categorical,"[2, 2]",facility_type_recode,factor,2,Enroute,Facility type for place of birth,2003,2019,
del,binning,facility_type,categorical,"[3, 3]",facility_type_recode,factor,3,Birth center,Facility type for place of birth,2003,2019,
del,binning,facility_type,categorical,"[4, 4]",facility_type_recode,factor,4,Other medical facility,Facility type for place of birth,2003,2019,
del,binning,facility_type,categorical,"[5, 5]",facility_type_recode,factor,5,Home,Facility type for place of birth,2003,2019,
del,binning,facility_type,categorical,"[6, 6]",facility_type_recode,factor,6,Other,Facility type for place of birth,2003,2019,
del,binning,facility_type,categorical,"[7, 8]",facility_type_recode,factor,5,Home,Facility type for place of birth,2003,2019,
del,copy,fetal_presentation,string,,fetal_pres,categorical,,,"Method of Delivery, Fetal Presentation",2003,2019,old_val & new_val blank to copy variable wholesale
del,simple,fetal_pres,string,C,fetal_pres,factor,1,Cephalic,"Method of Delivery, Fetal Presentation",2003,2019,
del,simple,fetal_pres,string,B,fetal_pres,factor,2,Breech,"Method of Delivery, Fetal Presentation",2003,2019,
del,simple,fetal_pres,string,O,fetal_pres,factor,3,Other,"Method of Delivery, Fetal Presentation",2003,2019,
risk,binning,cigarettes_smoked_3_months_prior,continuous,"[0, 0]",smokeprior,categorical,0,,Smoke 1st Trimester,2003,2019,
risk,binning,cigarettes_smoked_3_months_prior,continuous,"[1, 98]",smokeprior,categorical,1,,Smoke 1st Trimester,2003,2019,
risk,complex,,,,smokeprior,categorical,,,Smoke 1st Trimester,2003,2019,correct # to be zero when when cigarettes ==
risk,binning,cigarettes_smoked_1st_tri,continuous,"[0, 0]",smoke1,categorical,0,,Smoke 1st Trimester,2003,2019,
risk,binning,cigarettes_smoked_1st_tri,continuous,"[1, 98]",smoke1,categorical,1,,Smoke 1st Trimester,2003,2019,
risk,complex,,,,smoke1,categorical,,,Smoke 1st Trimester,2003,2019,correct # to be zero when when cigarettes ==
risk,binning,cigarettes_smoked_2nd_tri,continuous,"[0, 0]",smoke2,categorical,0,,Smoke 2nd Trimester,2003,2019,
risk,binning,cigarettes_smoked_2nd_tri,continuous,"[1, 98]",smoke2,categorical,1,,Smoke 2nd Trimester,2003,2019,
risk,complex,,,,smoke2,categorical,,,Smoke 2nd Trimester,2003,2019,correct # to be zero when when cigarettes ==
risk,binning,cigarettes_smoked_3rd_tri,continuous,"[0, 0]",smoke3,categorical,0,,Smoke 3rd Trimester,2003,2019,
risk,binning,cigarettes_smoked_3rd_tri,continuous,"[1, 98]",smoke3,categorical,1,,Smoke 3rd Trimester,2003,2019,
risk,complex,,,,smoke3,categorical,,,Smoke 3rd Trimester,2003,2019,correct # to be zero when when cigarettes ==
risk,complex,,,,smoking_dur,categorical,,,Smoking During Pregnancy,2003,2019,
risk,complex,,,,smoking,categorical,,,Smoking (before & during pregnancy),2003,2019,
risk,simple,prepreg_diabetes,string,N,diab_prepreg,categorical,0,,Diabetes-Pre Pregnancy,2003,2019,
risk,simple,prepreg_diabetes,string,Y,diab_prepreg,categorical,1,,Diabetes-Pre Pregnancy,2003,2019,
risk,simple,gestational_diabetes,string,N,diab_gest,categorical,0,,Diabetes-Gestational,2003,2019,
risk,simple,gestational_diabetes,string,Y,diab_gest,categorical,1,,Diabetes-Gestational,2003,2019,
risk,complex,,,,diab_no,categorical,,,Diabetes-No,2003,2019,
risk,simple,prepreg_hypertension,string,N,htn_prepreg,categorical,0,,Hypertension-Pre Pregnancy,2003,2019,
risk,simple,prepreg_hypertension,string,Y,htn_prepreg,categorical,1,,Hypertension-Pre Pregnancy,2003,2019,
risk,simple,gestational_hypertention,string,N,htn_gest,categorical,0,,Hypertension-Gestational,2003,2019,
risk,simple,gestational_hypertention,string,Y,htn_gest,categorical,1,,Hypertension-Gestational,2003,2019,
risk,complex,,,,htn_no,categorical,,,Hypertension-No,2003,2019,
risk,clean,mother_weight_gain,continuous,"[999, 999]",mother_weight_gain,continuous,,,Mother's weight gain,2003,2019,
risk,binning,month_prenatal_care_began,continuous,"[0,0]",pnc_tri,factor,0,No PNC,Prenatal Care Initiation Trimester,2003,2019,
risk,binning,month_prenatal_care_began,continuous,"[1, 3]",pnc_tri,factor,1,Trimester 1,Prenatal Care Initiation Trimester,2003,2019,
risk,binning,month_prenatal_care_began,continuous,"[4, 6]",pnc_tri,factor,2,Trimester 2,Prenatal Care Initiation Trimester,2003,2019,
risk,binning,month_prenatal_care_began,continuous,"[7, 10]",pnc_tri,factor,3,Trimester 3,Prenatal Care Initiation Trimester,2003,2019,
risk,binning,nchs_month_prenatal_care_began,continuous,"[0, 0]",pnc_tri_nchs,factor,0,NCHS No PNC,NCHS Prenatal Care Initiation Trimester,2011,2019,CHAT has this data for 2003-2017. How? Orig varname pnatfed did not exist prior to 2011
risk,binning,nchs_month_prenatal_care_began,continuous,"[1, 3]",pnc_tri_nchs,factor,1,NCHS Trimester 1,NCHS Prenatal Care Initiation Trimester,2011,2019,CHAT has this data for 2003-2017. How? Orig varname pnatfed did not exist prior to 2011
risk,binning,nchs_month_prenatal_care_began,continuous,"[4, 6]",pnc_tri_nchs,factor,2,NCHS Trimester 2,NCHS Prenatal Care Initiation Trimester,2011,2019,CHAT has this data for 2003-2017. How? Orig varname pnatfed did not exist prior to 2011
risk,binning,nchs_month_prenatal_care_began,continuous,"[7, 11]",pnc_tri_nchs,factor,3,NCHS Trimester 3,NCHS Prenatal Care Initiation Trimester,2011,2019,CHAT has this data for 2003-2017. How? Orig varname pnatfed did not exist prior to 2011
risk,complex,,,,pnc_lateno,categorical,,,Late or no prenatal care,2003,2019,
risk,complex,,,,nullip,categorical,,,No prior live births,2003,2019,
risk,clean,calculated_gestation,continuous,"(50, 999]",calculated_gestation,continuous,,,Calculated gestational age (months),2003,2019,method changed in 2005
risk,binning,calculated_gestation,continuous,"[0, 37)",term,categorical,0,,Term birth (37-41 weeks),2003,2019,
risk,binning,calculated_gestation,continuous,"[37, 42)",term,categorical,1,,Term birth (37-41 weeks),2003,2019,
risk,binning,calculated_gestation,continuous,"[42, 50]",term,categorical,0,,Term birth (37-41 weeks),2003,2019,
risk,binning,calculated_gestation,continuous,"[0, 37)",preterm,categorical,1,,Preterm birth (<37 weeks),2003,2019,
risk,binning,calculated_gestation,continuous,"[37, 50]",preterm,categorical,0,,Preterm birth (<37 weeks),2003,2019,
risk,binning,calculated_gestation,continuous,"[0, 32)",preterm_mod,categorical,0,,Premature By Stage-Moderate (GE 32 and LT 37 wks),2003,2019,
risk,binning,calculated_gestation,continuous,"[32, 37)",preterm_mod,categorical,1,,Premature By Stage-Moderate (GE 32 and LT 37 wks),2003,2019,
risk,binning,calculated_gestation,continuous,"[37, 50]",preterm_mod,categorical,0,,Premature By Stage-Moderate (GE 32 and LT 37 wks),2003,2019,
risk,binning,calculated_gestation,continuous,"[0, 32)",preterm_v,categorical,1,,Premature By Stage-Very Premature (LT 32wks),2003,2019,
risk,binning,calculated_gestation,continuous,"(32, 50]",preterm_v,categorical,0,,Premature By Stage-Very Premature (LT 32wks),2003,2019,
risk,binning,plurality,continuous,"[1, 1]",singleton,binary,1,,Singleton birth,2003,2019,
risk,binning,plurality,continuous,"[2, 8]",singleton,binary,0,,Singleton birth,2003,2019,
risk,binning,plurality,continuous,"[1, 1]",multiple,categorical,0,,Multiple Birth,2003,2019,
risk,binning,plurality,continuous,"[2, 8]",multiple,categorical,1,,Multiple Birth,2003,2019,
risk,complex,,,,vertex,categorical,,,Vertex birth position,2003,2019,
risk,complex,,,,ntsv,categorical,,,"NTSV (nulliparous, term, singleton, vertex birth)",2003,2019,
risk,complex,,,,csec_lowrisk,categorical,,,Cesarean sections among low risk deliveries,2003,2019,
risk,complex,,,,kotelchuck,categorical,,,Kotelchuck-Adequate (>=80% of expected visits),2003,2019,
risk,complex,,,,parity,continuous,,,Parity (# pregnancies carried to a viable gestational age),2003,2019,
risk,complex,,,,wtgain,categorical,,,WT Gain (CHAT categories),2003,2019,
risk,complex,,,,wtgain_rec,categorical,,,WT Gain-Recommended,2003,2019,
insur,binning,source_of_payment,continuous,"[1, 1]",dlp_medicaid,categorical,1,,Medicaid payment for delivery,2003,2019,
insur,binning,source_of_payment,continuous,"[2, 8]",dlp_medicaid,categorical,0,,Medicaid payment for delivery,2003,2019,
